university,program,name,credits,mode
Tianjin Universit,Doctoral Program in Computer Application Technology,Lectures on Advanced Research Topics,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Academic Conference,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Training on how to write scientific projects proposal,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Selective Courses,,
Tianjin Universit,Doctoral Program in Computer Application Technology,English Reading and Writing of Scientific Papers,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Ontology Engineering and Application,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Speech Signal Processing,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Computer Graphics,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Model Detection and Program Verification,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Introduction to Bioinformatics and Computational Biology,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Computer Security,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Advanced Software Engineering,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Higher Internet Research,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Machine Learning,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Introduction to Service Science,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Semantic Web Principle and Application,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Parallel Computing,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Natural Language Processing,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Image Synthesis Technology,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Advanced Computer Vision,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Nonlinear Mathematical Analysis I,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Nonlinear Mathematical Analysis II,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Practical Multivariate Statistical Analysis,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Wavelet Analysis and Application,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Selected topics in Scientific Computation,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Applied Stochastic Processes,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Applied Functional Analysis,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Matrix Theory,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Computational Mathematics in Engineering and Science,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Foundations of Stochastic Processes,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Equations of Mathematical Physics,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Applied Statistics,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Optimization Methods,,
Tianjin Universit,Doctoral Program in Computer Application Technology,Introduction to physics and advanced technologies,,
Tianjin Universit,Doctoral Program in Software Engineering,Chinese Culture,,
Tianjin Universit,Doctoral Program in Software Engineering,Chinese Language,,
Tianjin Universit,Doctoral Program in Software Engineering,Academic Ethics Code,,
Tianjin Universit,Doctoral Program in Software Engineering,Matrix Theory,,
Tianjin Universit,Doctoral Program in Software Engineering,Computational Mathematics in Engineering and Science,,
Tianjin Universit,Doctoral Program in Software Engineering,Foundations of Stochastic Processes,,
Tianjin Universit,Doctoral Program in Software Engineering,Applied Statistics,,
Tianjin Universit,Doctoral Program in Software Engineering,Advanced artificial intelligence,,
Tianjin Universit,Doctoral Program in Software Engineering,Frontier of Software Engineering,,
Tianjin Universit,Doctoral Program in Software Engineering,Modern software engineering,,
Tianjin Universit,Doctoral Program in Software Engineering,Information security technology,,
Tianjin Universit,Doctoral Program in Software Engineering,Formal Methods and Logic,,
Tianjin Universit,Doctoral Program in Software Engineering,Articles Reading and Report,,
Tianjin Universit,Doctoral Program in Software Engineering,Proposal for final thesis,,
Tianjin Universit,Doctoral Program in Software Engineering,Research Progress Report,,
Tianjin Universit,Doctoral Program in Software Engineering,Mid-Term Evaluation,,
Tianjin Universit,Doctoral Program in Software Engineering,Lectures on Advanced Research Topics,,
Tianjin Universit,Doctoral Program in Software Engineering,Academic Conference,,
Tianjin Universit,Doctoral Program in Software Engineering,Training on how to write scientific projects proposal,,
Tianjin Universit,Doctoral Program in Software Engineering,Advanced Computer Graphics,,
Tianjin Universit,Doctoral Program in Software Engineering,Virtualization and Cloud Computing,,
Tianjin Universit,Doctoral Program in Software Engineering,Advanced Computer Network,,
Tianjin Universit,Doctoral Program in Software Engineering,Cryptography and Network Security,,
Tianjin Universit,Doctoral Program in Software Engineering,Introduction to Complex Networks,,
Tianjin Universit,Doctoral Program in Software Engineering,Data Mining of Big Data,,
Tianjin Universit,Doctoral Program in Software Engineering,World Wide Web Research Frontiers,,
Tianjin Universit,Doctoral Program in Software Engineering,Visual analysis,,
Tianjin Universit,Doctoral Program in Software Engineering,Data mining,,
Tianjin Universit,Doctoral Program in Software Engineering,Advanced operating system,,
Tianjin Universit,Doctoral Program in Software Engineering,Interpersonal relations and communication skills,,
Tianjin Universit,Doctoral Program in Software Engineering,Aesthetics and art Appreciation,,
Tianjin Universit,Doctoral Program in Software Engineering,Economics,,
Tianjin Universit,Doctoral Program in Software Engineering,Data Analysis & Data Mining,,
Tianjin Universit,Doctoral Program in Software Engineering,Introduction to Social Computing,,
Tianjin Universit,Doctoral Program in Software Engineering,Fundamentals of Artificial Intelligence,,
Tianjin Universit,Doctoral Program in Software Engineering,Big data analysis theory and algorithm,,
Tianjin Universit,Doctoral Program in Software Engineering,Selected Readings of Chinese Philosophical Works,,
Tianjin Universit,Doctoral Program in Software Engineering,Patent Practice and Patent Intelligence Analysis,,
Boston University,MS in Systems Engineering,ENG SE/EC 524 Optimization Theory and Methods,,
Boston University,MS in Systems Engineering,ENG SE/EC/ME 501 Dynamic Systems Theory,,
Boston University,MS in Systems Engineering,SE/EC/ME 710 Dynamic Programming and Stochastic Control,,
Boston University,MS in Systems Engineering,ENG SE/ME 714 Advanced Stochastic Modeling and Simulation,,
Boston University,MS in Systems Engineering,EC 505 Stochastic Processes,,
Boston University,MS in Systems Engineering,EK 500 Probability with Statistical Applications,,
Boston University,MS in Systems Engineering,ENG BE 505 Molecular Bioengineering I,,
Boston University,MS in Systems Engineering,ENG BE 561 DNA and Protein Sequence Analysis,,
Boston University,MS in Systems Engineering,ENG BE 567 Nonlinear Dynamics in Biological Systems,,
Boston University,MS in Systems Engineering,ENG BE 747 Advanced Signals and Systems Analysis for Biomedical Engineering,,
Boston University,MS in Systems Engineering,ENG BE 760 Structural Bioinformatics,,
Boston University,MS in Systems Engineering,ENG BE 767 Protein and Genomic Systems Engineering,,
Boston University,MS in Systems Engineering,ENG BE 777 Computational Genomics I,,
Boston University,MS in Systems Engineering,ENG EC 702 Recursive Estimation and Optimal Filtering,,
Boston University,MS in Systems Engineering,ENG ME 560 Precision Machine Design and Instrumentation,,
Boston University,MS in Systems Engineering,ENG ME 570 Robot Motion Planning,,
Boston University,MS in Systems Engineering,ENG ME/MS 507 Process Modeling and Control,,
Boston University,MS in Systems Engineering,ENG SE/EC/ME 501 Dynamic Systems Theory,,
Boston University,MS in Systems Engineering,ENG SE/EC/ME 701 Optimal and Robust Control,,
Boston University,MS in Systems Engineering,ENG SE/EC/ME 710 Dynamic Programming and Stochastic Control,,
Boston University,MS in Systems Engineering,ENG SE/EC/ME 733 Discrete Event and Hybrid Systems,,
Boston University,MS in Systems Engineering,ENG SE/EC/ME 734 Hybrid Systems,,
Boston University,MS in Systems Engineering,ENG SE/ME 704 Adaptive Control,,
Boston University,MS in Systems Engineering,ENG SE/ME 740 Vision Robotics and Planning,,
Boston University,MS in Systems Engineering,ENG SE/ME 762 Nonlinear Systems and Control,,
Boston University,MS in Systems Engineering,CAS EC 513 Game Theory,,
Boston University,MS in Systems Engineering,CAS EC 571 Energy and Environmental Economics,,
Boston University,MS in Systems Engineering,CAS EC 572 Public Control of Business,,
Boston University,MS in Systems Engineering,CAS EC 716 Game Theory,,
Boston University,MS in Systems Engineering,CAS EE 712 Regional Energy Modeling,,
Boston University,MS in Systems Engineering,ENG EC/MS 573 Solar Energy Systems,,
